066,5,,003,122
067,3,,004,123
183,4,,015,124
097,4,,013,125
171,4,,003,126
234,5,,003,127
038,4,Inspiring,017,128
054,3,Really like the music,011,129
213,4,,003,130
165,3,"So funny, I was laughing to the point of tears",018,131
175,4,,007,132
131,3,,005,133
241,4,,010,134
242,4,,012,135
243,4,,011,136
244,3,,013,137
132,4,A solid but underrated movie,006,138
235,4,,004,139
075,4,,011,140
080,4,,017,141
215,2,,005,142
216,3,,006,143
217,1,,007,144
255,4,,003,145
120,4,,015,146
144,3,,018,147
071,2,,008,148
167,5,The best Trek movie of all time,020,149
153,4,,006,150
145,2,,019,151
121,4,,016,152
154,4,,007,153
239,3,,008,154
201,2,This movie tries to be something it's not,011,155
257,2,,005,156
168,5,"Best Trek movie of all time, behind Wrath of Khan",021,157
100,2,Not a great movie but I thought the politics were interesting,016,158
101,3,Very long but always nice to see Star Wars,017,159
102,4,Definitely the best one of the prequels,018,160
103,5,What a classic! Never get tired of watching it,019,161
004,5,The Best thing EVER!!,004,161
105,5,Probably my absolute favorite movie,021,162
189,5,A great conclusion to a great franchise,021,163
122,5,"Excellent movie, very excited for new Star Wars",017,164
077,5,Absolutely hilarious,014,165
070,4,,007,166
187,4,,019,167
188,2,,020,168
219,1,So bad it's not even funny,009,169
045,2,Unnecessary sequel,003,170
186,3,,018,171
050,4,Great Movie! The music is still stuck in my head,008,172
111,4,,006,173
112,5,,007,174
157,2,,010,175
158,2,,012,176
016,4,I wish presidency was like this,016,177
197,5,,008,177
147,4,,021,178
148,3,,001,179
160,3,,013,180
068,3,,005,181
089,3,,005,182
256,2,,004,183
172,3,,004,184
173,3,,005,185
060,4,The best comic book film ever made,018,186
061,3,Not as good as the first one,019,187
161,4,,014,188
081,2,,018,189
240,4,,009,190
092,4,,008,191
093,4,,009,192
094,2,,010,193
138,4,,011,194
155,4,,008,195
041,3,,020,196
254,3,,002,197
042,2,The book was a lot better,021,198
208,5,The most iconic music,019,199
139,5,,013,200
236,2,,005,201
247,4,,016,202
248,3,,017,203
249,2,,018,204
006,4,,006,205
095,3,,012,205
022,3,So intense,001,206
019,2,,019,207
220,2,,010,207
129,2,,003,208
062,5,So many twists! Excellent movie,020,209
018,4,,018,209
198,5,So many quotable lines,009,210
025,5,Fantastic movie,004,211
014,1,Cheesy as anything,014,212
214,3,,004,212
224,4,,014,213
156,5,WHAT. A. TWIST!,009,214
076,3,,013,215
181,3,,013,216
262,4,,010,217
117,4,,011,218
194,5,Fantastic!! Love Mulder and Scully,005,219
051,3,Just makes me want Mulder and Scully back,009,220
174,3,,006,221
209,4,Great movie about a very important time in our history,020,222
151,4,,004,223
023,3,Not as good as the first one,002,224
113,5,"Great movie, made me cry so much but totally worth it",008,225
135,4,,009,226
136,4,,010,227
152,5,,005,228
033,4,,011,229
031,5,,010,230
237,4,,006,231
238,4,,007,232
199,4,,010,233
046,4,,004,234
047,1,Boring,005,235
048,4,,006,236
164,4,,017,237
099,2,,015,238
043,1,Snore fest,001,239
049,4,Best one of the series,007,240
149,4,,002,241
